text,category
Passengers for flight AI485 please proceed to gate 15,Gate Change
Passengers arriving on flight AI331 from Bangalore may collect baggage,Arrival
Gate changed from 7 to 16 for flight AI837,Gate Change
Flight AI339 to Dubai is delayed by 31 minutes,Delay
Flight AI417 departure gate has been changed,Gate Change
Passengers arriving on flight AI109 from Bangalore may collect baggage,Arrival
Passengers are requested to follow emergency procedures,Emergency
Passengers for flight AI841 please proceed to gate 18,Gate Change
Security alert reported near terminal,Emergency
Final boarding call for flight AI474,Boarding
Boarding started for flight AI948 at gate 9,Boarding
Passengers arriving on flight AI521 from Mumbai may collect baggage,Arrival
Airport emergency protocol has been activated,Emergency
Passengers may now board flight AI619,Boarding
Gate update for flight AI459,Gate Change
Gate changed from 6 to 19 for flight AI741,Gate Change
Due to weather conditions flight AI351 has been delayed,Delay
Boarding announcement for flight AI677,Boarding
Gate update for flight AI555,Gate Change
Passengers of flight AI491 please note the delay,Delay
Flight AI285 to Hyderabad is delayed by 24 minutes,Delay
Flight AI719 to London is ready for departure,Departure
Passengers for flight AI388 please proceed to gate 11,Gate Change
Flight AI961 departure gate has been changed,Gate Change
Flight AI448 bound for Delhi will depart shortly,Departure
Passengers for flight AI599 please proceed to gate 14,Gate Change
Passengers are requested to follow emergency procedures,Emergency
Security alert reported near terminal,Emergency
Boarding started for flight AI844 at gate 14,Boarding
Gate changed from 3 to 11 for flight AI771,Gate Change
Due to weather conditions flight AI237 has been delayed,Delay
Flight AI503 scheduled for Singapore is delayed,Delay
Passengers for flight AI679 to Delhi proceed to gate 12,Departure
Passengers of flight AI835 please note the delay,Delay
Flight AI705 from Chennai has arrived,Arrival
Passengers are requested to follow emergency procedures,Emergency
Due to weather conditions flight AI683 has been delayed,Delay
Passengers may now board flight AI309,Boarding
Passengers arriving on flight AI784 from Bangalore may collect baggage,Arrival
Passengers arriving on flight AI583 from Chennai may collect baggage,Arrival
Passengers arriving on flight AI814 from London may collect baggage,Arrival
Flight AI727 has successfully landed from Dubai,Arrival
Flight AI682 bound for Chennai will depart shortly,Departure
Flight AI443 has successfully landed from Chennai,Arrival
Passengers are requested to follow emergency procedures,Emergency
Passengers may now board flight AI227,Boarding
Airport emergency protocol has been activated,Emergency
Final boarding call for flight AI606,Boarding
Passengers may now board flight AI151,Boarding
Passengers are requested to follow emergency procedures,Emergency
Final boarding call for flight AI156,Boarding
Due to weather conditions flight AI858 has been delayed,Delay
Gate changed from 3 to 15 for flight AI674,Gate Change
Flight AI767 scheduled for Chennai is delayed,Delay
Arrival completed for flight AI278 from Pune,Arrival
Due to weather conditions flight AI653 has been delayed,Delay
Boarding announcement for flight AI227,Boarding
Final boarding call for flight AI948,Boarding
Boarding announcement for flight AI950,Boarding
Passengers may now board flight AI677,Boarding
Arrival completed for flight AI666 from Hyderabad,Arrival
Passengers of flight AI432 please note the delay,Delay
Flight AI788 departure gate has been changed,Gate Change
Passengers for flight AI266 to Singapore proceed to gate 20,Departure
Passengers arriving on flight AI500 from Hyderabad may collect baggage,Arrival
Airport emergency protocol has been activated,Emergency
Airport emergency protocol has been activated,Emergency
Boarding announcement for flight AI178,Boarding
Flight AI189 departure gate has been changed,Gate Change
Passengers arriving on flight AI592 from Chennai may collect baggage,Arrival
Gate changed from 5 to 12 for flight AI981,Gate Change
Flight AI337 departure gate has been changed,Gate Change
Flight AI216 to Chennai is ready for departure,Departure
Passengers for flight AI456 to Mumbai proceed to gate 14,Departure
Flight AI113 to Delhi is delayed by 83 minutes,Delay
Final boarding call for flight AI817,Boarding
Passengers arriving on flight AI867 from Delhi may collect baggage,Arrival
Passengers are requested to follow emergency procedures,Emergency
Flight AI349 to London is delayed by 17 minutes,Delay
Due to weather conditions flight AI304 has been delayed,Delay
Departure announcement for flight AI160 to Chennai,Departure
Gate update for flight AI910,Gate Change
Emergency evacuation required immediately,Emergency
Arrival completed for flight AI383 from Pune,Arrival
Gate changed from 8 to 14 for flight AI816,Gate Change
Final boarding call for flight AI819,Boarding
Passengers of flight AI341 please note the delay,Delay
Passengers for flight AI262 to Bangalore proceed to gate 12,Departure
Flight AI951 scheduled for Pune is delayed,Delay
Passengers for flight AI863 to Mumbai proceed to gate 18,Departure
Gate changed from 2 to 16 for flight AI892,Gate Change
Security alert reported near terminal,Emergency
Gate update for flight AI723,Gate Change
Boarding started for flight AI760 at gate 3,Boarding
Arrival completed for flight AI849 from Delhi,Arrival
Gate changed from 2 to 14 for flight AI508,Gate Change
Departure announcement for flight AI908 to Singapore,Departure
Passengers for flight AI605 to Kolkata proceed to gate 13,Departure
Gate update for flight AI817,Gate Change
Flight AI517 has successfully landed from Pune,Arrival
Due to weather conditions flight AI237 has been delayed,Delay
Passengers for flight AI402 to Mumbai proceed to gate 15,Departure
Passengers may now board flight AI652,Boarding
Flight AI803 scheduled for Singapore is delayed,Delay
Arrival completed for flight AI828 from Kolkata,Arrival
Airport emergency protocol has been activated,Emergency
Passengers may now board flight AI562,Boarding
Departure announcement for flight AI386 to Hyderabad,Departure
Airport emergency protocol has been activated,Emergency
Boarding announcement for flight AI471,Boarding
Flight AI243 departure gate has been changed,Gate Change
Gate update for flight AI264,Gate Change
Passengers are requested to follow emergency procedures,Emergency
Passengers may now board flight AI159,Boarding
Flight AI176 departure gate has been changed,Gate Change
Due to weather conditions flight AI132 has been delayed,Delay
Flight AI778 has successfully landed from Bangalore,Arrival
Security alert reported near terminal,Emergency
Flight AI444 has successfully landed from London,Arrival
Gate changed from 2 to 16 for flight AI720,Gate Change
Passengers for flight AI240 to Mumbai proceed to gate 2,Departure
Passengers for flight AI164 please proceed to gate 20,Gate Change
Arrival completed for flight AI667 from Pune,Arrival
Passengers for flight AI359 please proceed to gate 13,Gate Change
Flight AI238 departure gate has been changed,Gate Change
Departure announcement for flight AI213 to Dubai,Departure
Flight AI390 scheduled for Bangalore is delayed,Delay
Departure announcement for flight AI922 to Singapore,Departure
Flight AI243 departure gate has been changed,Gate Change
Security alert reported near terminal,Emergency
Arrival completed for flight AI210 from Dubai,Arrival
Boarding started for flight AI251 at gate 8,Boarding
Boarding started for flight AI311 at gate 5,Boarding
Passengers may now board flight AI563,Boarding
Departure announcement for flight AI428 to Hyderabad,Departure
Passengers may now board flight AI161,Boarding
Flight AI258 to Hyderabad is ready for departure,Departure
Passengers may now board flight AI438,Boarding
Due to weather conditions flight AI280 has been delayed,Delay
Final boarding call for flight AI842,Boarding
Airport emergency protocol has been activated,Emergency
Due to weather conditions flight AI950 has been delayed,Delay
Final boarding call for flight AI502,Boarding
Gate changed from 7 to 19 for flight AI642,Gate Change
Passengers may now board flight AI883,Boarding
Passengers for flight AI534 to Kolkata proceed to gate 2,Departure
Gate update for flight AI378,Gate Change
Passengers of flight AI753 please note the delay,Delay
Boarding announcement for flight AI263,Boarding
Flight AI983 scheduled for Chennai is delayed,Delay
Passengers for flight AI670 please proceed to gate 18,Gate Change
Flight AI335 to Chennai is delayed by 22 minutes,Delay
Gate update for flight AI542,Gate Change
Final boarding call for flight AI847,Boarding
Gate changed from 2 to 12 for flight AI281,Gate Change
Arrival completed for flight AI875 from Mumbai,Arrival
Security alert reported near terminal,Emergency
Passengers arriving on flight AI495 from Pune may collect baggage,Arrival
Passengers may now board flight AI518,Boarding
Gate update for flight AI345,Gate Change
Flight AI554 to Singapore is delayed by 79 minutes,Delay
Flight AI884 to Singapore is ready for departure,Departure
Emergency evacuation required immediately,Emergency
Arrival completed for flight AI852 from Dubai,Arrival
Security alert reported near terminal,Emergency
Flight AI794 departure gate has been changed,Gate Change
Flight AI533 to Kolkata is delayed by 50 minutes,Delay
Passengers for flight AI588 to Hyderabad proceed to gate 13,Departure
Flight AI826 has successfully landed from Mumbai,Arrival
Flight AI270 from Pune has arrived,Arrival
Flight AI195 to Singapore is ready for departure,Departure
Passengers are requested to follow emergency procedures,Emergency
Flight AI666 has successfully landed from Hyderabad,Arrival
Flight AI348 to Singapore is delayed by 91 minutes,Delay
Flight AI491 to London is ready for departure,Departure
Passengers may now board flight AI757,Boarding
Airport emergency protocol has been activated,Emergency
Departure announcement for flight AI515 to Mumbai,Departure
Flight AI589 to Chennai is ready for departure,Departure
Flight AI717 to Dubai is delayed by 100 minutes,Delay
Flight AI450 departure gate has been changed,Gate Change
Security alert reported near terminal,Emergency
Passengers for flight AI414 to Chennai proceed to gate 17,Departure
Emergency evacuation required immediately,Emergency
Flight AI745 has successfully landed from Hyderabad,Arrival
Passengers are requested to follow emergency procedures,Emergency
Flight AI779 bound for Chennai will depart shortly,Departure
Airport emergency protocol has been activated,Emergency
Passengers are requested to follow emergency procedures,Emergency
Flight AI461 scheduled for Pune is delayed,Delay
Flight AI859 has successfully landed from Singapore,Arrival
Passengers for flight AI957 to Hyderabad proceed to gate 9,Departure
Passengers arriving on flight AI263 from Dubai may collect baggage,Arrival
